Method,ID,Question,Ground_Truth,Top1_Result,Correct_Retrieval,Faithfulness,Citation_Acc,Latency_ms
Hybrid w/ Cross-Encoder,129,Thông tư 15/2022/TT-BKHĐT áp dụng cho lĩnh vực đấu thầu nào?,Thông tư 15/2022/TT-BKHĐT,12_2022_TT-BKHDT_521153,False,N/A,N/A,11837.91
Hybrid w/ Cross-Encoder,130,"Nếu sửa đổi hồ sơ mời thầu sau khi phát hành (theo TT 15/2022), bên mời thầu phải làm gì?",Thông tư 15/2022/TT-BKHĐT,80_2025_TT-BTC_668938,False,N/A,N/A,5331.17
Hybrid w/ Cross-Encoder,131,Thông tư 09/2024/TT-BKHĐT hướng dẫn về thủ tục gì?,Thông tư 09/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,101809.18
Hybrid w/ Cross-Encoder,132,Cơ quan nào quản lý Hệ thống thông tin quốc gia về hợp tác xã?,Thông tư 09/2024/TT-BKHĐT,09_2024_TT-BKHDT_610974,True,N/A,N/A,7317.07
Hybrid w/ Cross-Encoder,133,Quyết định 16/QĐ-BKHĐT năm 2025 nói về đề án gì?,Quyết định 16/QĐ-BKHĐT,16_QD-BKHDT_642026,False,N/A,N/A,14539.49
Hybrid w/ Cross-Encoder,134,Mục tiêu đến năm 2030 của Quyết định 16/QĐ-BKHĐT là gì?,Quyết định 16/QĐ-BKHĐT,16_QD-BKHDT_642026,False,N/A,N/A,22469.23
Hybrid w/ Cross-Encoder,135,Thông tư 07/2016/TT-BKHĐT quy định về vấn đề gì?,Thông tư 07/2016/TT-BKHĐT,02_2024_TT-BKHDT_591580,False,N/A,N/A,98269.2
Hybrid w/ Cross-Encoder,136,"Theo Thông tư 07/2016, bên mời thầu có được yêu cầu nộp hồ sơ giấy song song với hồ sơ mạng không?",Thông tư 07/2016/TT-BKHĐT,07_2016_TT-BKHDT_317089,True,N/A,N/A,5795.08
Hybrid w/ Cross-Encoder,137,"Trong E-HSMT (Thông tư 07/2016), bảng dữ liệu đấu thầu dùng để làm gì?",Thông tư 07/2016/TT-BKHĐT,79_2025_TT-BTC_668381,True,N/A,N/A,9216.09
Hybrid w/ Cross-Encoder,138,Thông tư 06/2021/TT-BKHĐT (cũ) quy định về chi phí gì?,Thông tư 06/2021/TT-BKHĐT,05_2024_TT-BKHDT_607705,True,N/A,N/A,106716.03
Hybrid w/ Cross-Encoder,139,CPTPP là viết tắt của hiệp định nào?,Nghị định 09/2022/NĐ-CP,09_2022_ND-CP_500254,True,N/A,N/A,6637.58
Hybrid w/ Cross-Encoder,140,UKVFTA là hiệp định giữa Việt Nam và nước nào?,Thông tư 12/2022/TT-BKHĐT,20_2022_TT-BKHDT_531555,False,N/A,N/A,8087.65
Hybrid w/ Cross-Encoder,141,EVFTA là hiệp định giữa Việt Nam và tổ chức nào?,Thông tư 12/2022/TT-BKHĐT,12_2022_TT-BKHDT_521153,True,N/A,N/A,5048.09
Hybrid w/ Cross-Encoder,142,Hồ sơ năng lực nhà thầu trên Hệ thống mạng bao gồm những thông tin gì?,Thông tư 05/2024/TT-BKHĐT (suy luận từ ngữ cảnh),07_2016_TT-BKHDT_317089,True,N/A,N/A,13838.91
Hybrid w/ Cross-Encoder,143,Việc thu hồi chứng chỉ nghiệp vụ đấu thầu diễn ra trong trường hợp nào?,Điều 22 - Thông tư 02/2024/TT-BKHĐT,02_2024_TT-BKHDT_591580,True,N/A,N/A,3285.18
Hybrid w/ Cross-Encoder,144,Chứng chỉ hành nghề hoạt động đấu thầu (cũ) còn giá trị sử dụng không?,Thông tư 02/2024/TT-BKHĐT,105_2025_TT-BTC_679653,True,N/A,N/A,4633.83
Hybrid w/ Cross-Encoder,145,Nhà thầu có được rút hồ sơ dự thầu đã nộp trên mạng không?,Quy định chung,25_2020_ND-CP_347400,False,N/A,N/A,6284.02
Hybrid w/ Cross-Encoder,146,Quy định về đấu giá quyền khai thác khoáng sản nằm ở văn bản nào trong danh sách?,Out-of-domain,25_2020_ND-CP_347400,False,N/A,N/A,6573.35
Hybrid w/ Cross-Encoder,147,Luật Đất đai 2024 quy định về giá đất như thế nào?,Out-of-domain,47_CT-TTg_637375,False,N/A,N/A,104809.62
Hybrid w/ Cross-Encoder,148,Mức phạt vi phạm giao thông đường bộ là bao nhiêu?,Out-of-domain,09_2022_ND-CP_500254,False,N/A,N/A,6701.67
Hybrid w/ Cross-Encoder,149,Thuế thu nhập cá nhân đối với người trúng thầu là bao nhiêu?,Out-of-domain,214_2025_ND-CP_668157,False,N/A,N/A,13774.47
Hybrid w/ Cross-Encoder,150,Chi phí đăng tải thông báo mời thầu theo Thông tư 06/2021 là bao nhiêu?,Thông tư 06/2021 & 05/2024,06_2021_TT-BKHDT_490510,False,N/A,N/A,19517.96
